created_at,text,username
2021-12-04 05:22:59+00:00,"GUYS GUYS SIAPA MAU BELIII? MURCE BGT \xf0\x9f\x98\xab\xf0\x9f\x98\xab\xf0\x9f\x98\xab\xf0\x9f\x98\xab\xf0\x9f\x92\x96 rep aja yaa, yuk gas order!! \n#BTS #HappyBirthdayJin #SpotifyWrapped https://t.co/3TEa9E4zJY'",bulan
2021-12-04 05:18:21+00:00,Wizkid #SpotifyWrapped https://t.co/46gvRQBfva',Big Chains
2021-12-04 05:15:27+00:00,"Tapi emang bener si. kalo lagi mumet, gue bakal nutup semua badan pake selimut trus setel podcastnya keras-keras.\n\nTemplate: Untuk podcast terfavorit saya di 2021, Self Healing: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/NLlcUli4tt'",PEYEK SAYANG YIHYUN
2021-12-04 05:14:50+00:00,#SpotifyWrapped gw masih dikit\xf0\x9f\xa5\xb2 https://t.co/kxWOHdHQQn',ᴄʜᴀ⁷≮ • taejincember
2021-12-04 05:12:26+00:00,#LampungTimur\n#SpotifyWrapped\n\nBupati Lampung Timur Beri Bantuan Lansia Metrokibang https://t.co/AOMfWurqOF',Jak Ulun Lappung
2021-12-04 05:11:38+00:00,Ayoo Mendekatkan Diri Bersama Alam Dengan Keluarga Tercintaaa \xf0\x9f\x98\x8d\xf0\x9f\x98\x8ddi Embun Lawa Tawangmangu \nhttps://t.co/UaNNtdflQV\n\nBanyak Fasiltas lainya juga penasaran??? Datang aja langsung.... \n#GulfKanawut  #DudungKesed #SpotifyWrapped #JINDAY #Blasphemy #tawangmangu #gununglawu https://t.co/QiC5d3PmtI',OficialEmbunLawu
2021-12-04 05:10:19+00:00,"Terima kasih, Loote @lootemusic , karena telah menghabiskan 500 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/dRwOTT5mZB'",Kevin Julyandi
2021-12-04 05:08:43+00:00,akhirnya bisaa #SpotifyWrapped https://t.co/qz49V4v28U',🐻
2021-12-04 05:06:32+00:00,Ngaji Usfuriyah part 2 sudah tayang nih gaiss.. yuk gass \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\n#HappyBirthdayJin \n#GulfKanawut \n#LISAXCELINE \n#SpotifyWrapped \n#JINDAY \n#1hari1oknum \n#KAI_Peaches \n\nhttps://t.co/vZ0YeIRI8r https://t.co/kuRc2TjJKJ',Rembukan.com
2021-12-04 05:02:53+00:00,"Terima kasih, @thisislany, karena telah menghabiskan 7.271 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/O2TcwfKINv'",hon
2021-12-04 05:02:17+00:00,"Terima kasih, @bts_bighit @BTS_twt, karena telah menghabiskan 330 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/OpxESZetA1'",amel ia
2021-12-04 04:55:38+00:00,Thanks udah dengerin Rabu #SpotifyWrapped #spotifywrapped2021 https://t.co/SXFTSdStLD',Rabu
2021-12-04 04:54:06+00:00,"yuk mom percantik peralatan dapurnya dengan Pisau Set Stainless nya di jamin tambah semangat untuk Memasak \xf0\x9f\x98\x8a\xf0\x9f\xa4\x97..,\n\nUntuk Linknya Pembelian\n https://t.co/uHdO3dp58q\n\n#CleanClearConfident #SpotifyWrapped #fyp #fyp\xe3\x82\xb7 #fypage #pisau #pisaudapur #pisauset #pisauantilengket https://t.co/KDP5yBQxz8'",Santi Ardan
2021-12-04 04:45:22+00:00,Ehhh Hari ini sudah malam minggu yah.... Enak di Genjotin saya malam ini #HappyBirthdayJin #GulfKanawut #MoneyHeist5 #macg #SpotifyWrapped',Novita Windy
2021-12-04 04:43:00+00:00,"Mjb kak, kalo versi aku gini \xf0\x9f\x98\x81 #SpotifyWrapped https://t.co/jgbk4LXMUY https://t.co/OY9K6FoQmr'",Galeri Bercerita
2021-12-04 04:42:24+00:00,"Pamungkas teteup :"") mas pam\n\nArtis teratas saya di 2021. Siapa artis teratasmu? #SpotifyWrapped \nhttps://t.co/REaS8M9ufg'",matchaci
2021-12-04 04:39:58+00:00,Gloomy bgt ga tuh\n#SpotifyWrapped https://t.co/2gWjJrJV6i',Wiwik
2021-12-04 04:36:21+00:00,"Terima kasih, DPR LIVE, karena telah menghabiskan 994 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/B0xEzovc9M'",Dimas Prastowo Aji
2021-12-04 04:34:33+00:00,"Untuk podcast terfavorit saya di 2021, Podcast Malam Kliwon: terima kasih telah menemani saya di @Spotify sepanjang tahun!\xf0\x9f\x92\x93\xf0\x9f\x92\x93\xf0\x9f\x92\x93 #SpotifyWrapped https://t.co/bava8yPHPk'",Ruth Pasaribu
2021-12-04 04:33:55+00:00,Ini Kilas Balik 2021 saya! Terima kasih atas semua cinta di tahun ini. #SpotifyWrapped #2021PodcasterWrapped https://t.co/EDE3AO6xkp',Bai RUindra
2021-12-04 04:33:28+00:00,"Terima kasih, Yu-Peng Chen, karena telah menghabiskan 430 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/q1PiuS7YGk'",Pluto Cappuchino
2021-12-04 04:31:21+00:00,Gokil abis! Semoga banyak pendengarnya di 2022!\n\n#JKT48 #Spotify #SpotifyWrapped #PL #Bundesliga #Bundesliga2 #LIGUE1 #Ligue1UberEats #SERIEA #SERIEATIM #EFL #SPFL @ Theater JKT48 https://t.co/7JSA2TXR32',Rizakti Rahmatika Tjintaka
2021-12-04 04:30:40+00:00,"Terima kasih, @lauvsongs, karena telah menghabiskan 144 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/JtfymcbTt6'",Deti Husna
2021-12-04 04:27:03+00:00,"Untuk podcast terfavorit saya di 2021, Podcast Kesel Aje: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/9kfIbntHKf'",AFR
2021-12-04 04:26:35+00:00,"Terima kasih, @johnnystimson, karena telah menghabiskan 226 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/FXbax9BJfX'",`
2021-12-04 04:23:41+00:00,jujur yg paling sedih dr daftar ini adalah gak ada the grandsons lg #SpotifyWrapped \nhttps://t.co/r6dhfWNGXS',Mara
2021-12-04 04:23:23+00:00,"Terima kasih, D.O. @weareoneEXO, karena telah menghabiskan 425 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/0m4ZRxpICC'",ela
2021-12-04 04:15:43+00:00,"@Rigensih Untuk podcast terfavorit saya di 2021, GJLS : terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/fE0DlcHvDW'",Naufal
2021-12-04 04:13:33+00:00,"Terima kasih, Nana Mizuki @NM_NANAPARTY, karena telah menghabiskan 8.803 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/XZqqiY96iG'",Pamela
2021-12-04 04:09:18+00:00,"Terima kasih, @ygtreasuremaker,@treasuremembers karena telah menghabiskan 1.781 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/A4BUnNv3MH'",Hilman Jaeni
2021-12-04 04:08:52+00:00,"Terima kasih, Mahalini, karena telah menghabiskan 605 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/vZ9JGNteWB'",Adell
2021-12-04 04:05:31+00:00,"Kwkwkkw, sama\nAkhirnya buat akun baru, terusss mulai dengarin Tay Tay\n#TaylorSwift #SpotifyWrapped https://t.co/xymyLLoueh'",YoonA ( Taylor's version) SWIFTIE X YAS
2021-12-04 03:58:09+00:00,Mountain Ibexes \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0\n#pakistan #nature #travel #adventure #SpotifyWrapped #WorldwideHandsomeJinDay #Worlds2021 #\xe3\x83\x91\xe3\x82\xad\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xb3 #\xd9\x83\xd8\xa3\xd8\xb3_\xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8_2021 #\xd8\xa7\xd9\x84\xd8\xb3\xd9\x88\xd8\xaf\xd8\xa7\xd9\x86 #\xd8\xa7\xd9\x84\xd8\xa7\xd9\x85\xd8\xa7\xd8\xb1\xd8\xa7\xd8\xaa #\xd8\xb3\xd9\x88\xd8\xb1\xd9\x8a\xd8\xa7_\xd8\xaa\xd9\x88\xd9\x86\xd8\xb3 #\xd9\x83\xd9\x84\xd9\x86\xd8\xa7_\xd8\xa7\xd8\xa8\xd9\x88_\xd8\xaa\xd8\xb1\xd9\x8a\xd9\x83\xd9\x87 #\xd8\xaa\xd9\x88\xd9\x86\xd8\xb3 https://t.co/hgqAYup8dG',North Pakistan
2021-12-04 03:55:25+00:00,"Makasih Om @iwanfals sudah menemani saya thn ini selama 2,327 menit di @Spotify. You are my #1.\n\nLagu Perempuan Malam yg paling sering saya putar di tahun ini \xf0\x9f\x98\x80 #SpotifyWrapped https://t.co/H4L2Teii3r'",Trimo Leksono
2021-12-04 03:55:21+00:00,Permisi aku mau opslot nihh Jewel Case Taeyong Ver. \n185k No.Poster!\nYang minta bisa langsng dm aja yaaa\xe2\x80\xa6 \nKhusus Dom Bogor ajaa yaaa\xe2\x80\xa6 ThankYouuuu #NCT_Universe #NCTDREAM #NCT127 #TAEYONG #SpotifyWrapped #WayV',fluffyclouds☁️
2021-12-04 03:54:57+00:00,Kaget banget top 5 songnya enhypen semua wkwkwkw menangos bucin ama bocil\xf0\x9f\x98\xad\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x92\xab #SpotifyWrapped https://t.co/hGXTxm4sYE',Ns. afi⁷
2021-12-04 03:53:24+00:00,"Tuhan pliss, tahun depan gue dilamar jodoh gue pliiiisss\nAamiin\xf0\x9f\x99\x8f\n#HappyBirthdayJin #212RevolusiAkhlak #MoneyHeist5 #macg #SpotifyWrapped #HappyBirthdaySeokjin'",Katakan_sadja
2021-12-04 03:51:22+00:00,#SpotifyWrapped gue semakin melokal \xf0\x9f\xa4\x8c https://t.co/RezpgsLRE4', Mas Djay™ | Fully Vaccinated
2021-12-04 03:49:43+00:00,"Terima kasih, Arash Buana, karena telah menghabiskan 277 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/gkvl9BpoXO'",YOURBOY
2021-12-04 03:49:23+00:00,kalo kalian?\n#SpotifyWrapped https://t.co/WlxJUN4tLH',i'm el fa
2021-12-04 03:48:58+00:00,"Lately ni takut nak tidur sbb takut mimpi yg menyakitkan, then try dgr podcast ustaz. Biar otak berfikir ttg persediaan mati. biar benda berulang sekurang-kurangnya kesan itu ada. #SpotifyWrapped https://t.co/cwrNcXt8dT'",unsent message
2021-12-04 03:47:44+00:00,"Terima kasih, @cigsaftersexx, karena telah menghabiskan 844 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/JM3g4PBel7'",marmer | rest | thank you - jae 🍑
2021-12-04 03:42:28+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 1.347 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/ts4eZrKRm8'",Faikatul Kholifah
2021-12-04 03:40:07+00:00,#IndvsNZtest #SpotifyWrapped #drink yarri LA ke jaat da ni pata LA ga na https://t.co/26mYrQ6Aff',Karan nath
2021-12-04 03:37:38+00:00,Mau ngenalin shower scrup pomegranate yang asli wangi banget dan bikin kulit jadi halus + cerah.praktis bisa jadi sabun sekaligus lulur...\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\n\n#HappyBirthdayJin \n#212RevolusiAkhlak \n#MoneyHeist5 \n#SpotifyWrapped \n#JINDAY https://t.co/0seIeZajn9',anaknya MakSri
2021-12-04 03:37:13+00:00,"Terima kasih, @enhypen, karena telah menghabiskan 1.430 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/9d54c1y1nz'",andin k/ia📚
2021-12-04 03:34:36+00:00,Gokil abis! Semoga pendengarnya makin banyak di 2022!\n\n#JKT48 #Spotify #SpotifyWrapped #PL #Bundesliga #Bundesliga2 #UCL #UEL #UECL #LIGUE1 #Ligue1UberEats #SerieA #SerieATIM #EFL #SPFL https://t.co/pj1ZsvUFu2',Rizakti Rahmatika Tjintaka
2021-12-04 03:34:09+00:00,"Untuk podcast terfavorit saya di 2021, @rintiksedupod: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/Zt9c8xVbwV\n\n@ntsana_'",beelzebub
2021-12-04 03:31:31+00:00,Lirik lagu peri cintaku dari Marcel \n\nhttps://t.co/GhYt0bIPi1\n\n#IkatanCinta #golalidotid #golaliid #SpotifyWrapped',golali.id
2021-12-04 03:30:19+00:00,Lirik lagu Ruang Sendiri dari Tulus \n\nhttps://t.co/oBBhISlHJq\n\n#SpotifyWrapped \n#golalidotid #golaliid',golali.id
2021-12-04 03:29:06+00:00,"Terima kasih, Kaleb J, karena telah menghabiskan 1.067 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/nHChc63OZU'",ᴍᴀʀɪᴀ ᴏᴢᴀꜰᴀ 🦖💖
2021-12-04 03:28:27+00:00,Lagu Tokti mana aku dgr eh \xf0\x9f\x98\xb3\xf0\x9f\x98\x85\n\nMy top 5 artists of 2021. Who were yours? #SpotifyWrapped \nhttps://t.co/46hjNeFtSF',🇵🇸 حزيزول غوث 🇲🇾
2021-12-04 03:26:23+00:00,"Big thanks founding father of ska\nThe Skatalites, karena telah menghabiskan 791 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. \n\n#SpotifyWrapped https://t.co/VzEJiHw6Ym'",Valendra
2021-12-04 03:26:06+00:00,"Terima kasih, Fiersa Besari, karena telah menghabiskan 79 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/1MdheEYArZ'",Salsabila Sinaga
2021-12-04 03:25:38+00:00,"Merelakan bukan berarti menyerah,tapi menyadari bahwa ada hal yang tidak bisa dipaksakan.\n#HappyBirthdayJin #MoneyHeist5 #SpotifyWrapped'",Chagil_34
2021-12-04 03:25:22+00:00,"Emang sih lagu opening w pas buka spoty thn ini tuh yah Nematomorpha, candu bet lagunya hm #SpotifyWrapped #spotifywrapped2021 https://t.co/iSGLeU7hm7'",dijew
2021-12-04 03:23:16+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped https://t.co/36YC0gvMdN',Syahrudin Faizal
2021-12-04 03:23:06+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 7.638 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/HqfHIS1HoD\n\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c'",magicshop✨
2021-12-04 03:22:40+00:00,"Terima kasih, @greenday, karena telah menghabiskan 1.539 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/MjuPJ85HlR'",Moonshineeee
2021-12-04 03:22:01+00:00,"Terima kasih, Adrian Von Ziegler, karena telah menghabiskan 1.842 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/LRcRri6DNt'",Syahrudin Faizal
2021-12-04 03:17:46+00:00,"Terima kasih, @radiohead, karena telah menghabiskan 7.273 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/Ukg6Orbi0R'",calon sultan.
2021-12-04 03:12:02+00:00,"Terima kasih, @justinbieber, karena telah menghabiskan 183 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/eK2l0raJZY'",nivek.
2021-12-04 03:09:47+00:00,"Untuk podcast terfaedah saya di 2021, UNFAEDAH PODCAST: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/6gHiBJJZda'",ᛞᛖᚨᚦᚲᚱᚢᛊᚺ
2021-12-04 03:09:39+00:00,Never know these\xf0\x9f\xa5\xb6 Tetaplah galau walaupun tidak ada yang menyakiti\xf0\x9f\x92\x80\n#SpotifyWrapped https://t.co/Mn1cXnn4gH',Lila
2021-12-04 03:07:08+00:00,gua menyesal karena apaan #SpotifyWrapped https://t.co/Hqc9Ki8A7O',zee
2021-12-04 03:04:27+00:00,"Emang boring bat si Namirah ini, tahun ke tahun ini2 aja top artisnya \xf0\x9f\xa5\xb2\xf0\x9f\xa5\xb2\xf0\x9f\xa5\xb2\n\nMy top 5 artists of 2021. Who were yours? #SpotifyWrapped \nhttps://t.co/uxMg7AbrVh'",S A N
2021-12-04 03:04:22+00:00,"Terima kasih, @brunomars, karena telah menghabiskan 132 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/nxpQfnnLOx\n\nNb: My fav male singer \xf0\x9f\x98\x8d'",bubu
2021-12-04 03:03:33+00:00,Mas @tulusm gk mau ngasih hadiah?\nIni saya masuk top listeners loh \xf0\x9f\x99\x88\n\nMy top artist of 2021. Who was yours? #SpotifyWrapped \nhttps://t.co/Hmjdo7nVrj',S A N
2021-12-04 03:02:57+00:00,"Terima kasih, @enhypen, karena telah menghabiskan 420 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/8SfJ6D4JAy'",My Sunshine
2021-12-04 03:01:35+00:00,HBD....!!\nJIN.......!!\n#PTD_ON_STAGE_LA #\xe3\x83\x89\xe3\x83\xa8\xe3\x83\xb3\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x81\x8a\xe3\x82\x81\xe3\x81\xa7\xe3\x83\x88\xe3\x83\xb3\xe3\x83\x88\xe3\x83\xb3 #SpotifyWrapped #JINDAY #JinggaDanSenja #JinDay2021 #JinBirthdayCongrats https://t.co/DFGMmAOELw',Jeon Sahana
2021-12-04 03:00:23+00:00,HBD....!!\nJin......!!\n#SpotifyWrapped #PTD_ON_STAGE_LA #\xe3\x83\x89\xe3\x83\xa8\xe3\x83\xb3\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x81\x8a\xe3\x82\x81\xe3\x81\xa7\xe3\x83\x88\xe3\x83\xb3\xe3\x83\x88\xe3\x83\xb3 #JINDAY #JinBirthday #JinDay2021 https://t.co/AQr42t2HMJ',Jeon Sahana
2021-12-04 02:59:51+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 88.011 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/DS3aDZZZsS'",riesling'
2021-12-04 02:58:57+00:00,Lagu teratas saya di 2021. Kalau kamu? #SpotifyWrapped \nhttps://t.co/MNhad7cH9F',riesling'
2021-12-04 02:56:52+00:00,Lirik lagu Jenuh dari @riofebrian25 \n\nhttps://t.co/W7giCIN8Pe\n\n#SpotifyWrapped \n#IkatanCinta\n#golalidotid\n#golaliid',golali.id
2021-12-04 02:55:29+00:00,Podmawon selalu di hati \xe2\x99\xa5\xef\xb8\x8f\n@ramarizk @Bimo_KY \n#SpotifyWrapped \nhttps://t.co/8v2uExkXuR',Kornelia Krista
2021-12-04 02:53:20+00:00,"Barusan test beasiswa kampus, ditanyain dong hobinya apa. Ya aku jawab aja ""suka nyanyi"" Eh disuruh nyanyi. Disuruh request lagu. Yaudah aku nyanyi@butter punya @BTS_twt eh ternyata yang nguji jugaaa armyyy. Jadi heboh dah tuh wawancara\xf0\x9f\x98\x86 #SpotifyWrapped #PTD_ON_STAGE_LA #JINDAY'",Deaa
2021-12-04 02:52:03+00:00,"Lupaaaa kalo punya akun spotify satu lagi\xf0\x9f\x98\xa9 pantesan kok cuma dikit lagu yang kudengerin\xf0\x9f\x98\x82\n\nTahun ini, saya mendengarkan selama 105.874 menit. Kalau kamu berapa lama? Cari tahu dengan #SpotifyWrapped \nhttps://t.co/0LeyhLYtXc'",riesling'
2021-12-04 02:49:35+00:00,#Tanggamus \n#SpotifyWrapped\n\nNuraini Hamid Lubis Buka Kegiatan HUT DWP https://t.co/chyEFo9bVa via @Wartaniagaid',Jak Ulun Lappung
2021-12-04 02:49:29+00:00,Lirik lagu Midnight dari @coldplay \n\nhttps://t.co/JS8lA0PEGu\n\n#SpotifyWrapped \n#IkatanCinta \n#golalidotid\n#golaliid',golali.id
2021-12-04 02:47:27+00:00,"Dapatkan Rp100K untuk Pengguna Baru di Lazada, jangan lewatkan hadiah dari teman-temanmu! |\n#BONUS #MoneyHeist5 # #SpotifyWrapped\nhttps://t.co/ppz75ClbaQ'",Jamariah_
2021-12-04 02:46:52+00:00,"Terima kasih, @burgerkill, karena telah menghabiskan 13.692 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/w73dpB1ail'",Restu Ilahi Melenia Panca Putra
2021-12-04 02:45:03+00:00,"Untuk podcast terfavorit saya di 2021, MENDOAN: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/rf6VkGjTdf @donopradana'",reestusa
2021-12-04 02:44:26+00:00,Apasihhh #SpotifyWrapped 2021 gemess bangett\xf0\x9f\xa5\xbabikin melting\xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f',yaudahhlahya
2021-12-04 02:39:10+00:00,"Terima kasih, @whydontwemusic, karena telah menghabiskan 2.935 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/POySxYIR1G'",mai⭐
2021-12-04 02:36:42+00:00,Saya sebenarnya dua orang \xf0\x9f\xa5\xb2\n#SpotifyWrapped https://t.co/zcxSZyXu1o',raw hooman
2021-12-04 02:36:24+00:00,wkwkwkwk random tp suka banget pamungkas \xf0\x9f\xa5\xb0 #SpotifyWrapped \nhttps://t.co/1Gn6Ss7wRO',nanang ismail
2021-12-04 02:35:27+00:00,"So this is my #SpotifyWrapped as always sy pecinta @BLACKPINK dgn member solonya, anak2 perempuan jyp yang musiknya gak pernah bikin bosen, LANY yang gak pernah absen, dan TS yang luar biasa dgn All too well 10 minutes versionnya \xf0\x9f\x98\x8d https://t.co/AJchV8WkZF'",Gracia Jeannett Wajong
2021-12-04 02:34:54+00:00,https://t.co/kmJFaTgGxQ\n\nPanen telur\nShopee\nTokopedia\n#CriticalRoleSpoilers #MoneyHeist5 #SpotifyWrapped #macg #PTD_ON_STAGE_LA \nhttps://t.co/Ftjtim1IP6',Silvy Oliviana
2021-12-04 02:31:39+00:00,"b""Untuk podcast terfavorit saya di 2021, Magdalene's Mind : terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/HR0RcVuFkn""",naughtea
2021-12-04 02:28:44+00:00,min yoongi \xf0\x9f\x92\x9c #SpotifyWrapped #btsfanart #BTS_Butter #SUGA #bts #MinYoongi #BTSARMY #artistsontwitter #art #sketch https://t.co/CAdhnSi5q,madisyn
2021-12-04 02:24:33+00:00,"Terima kasih, @arianagrande, karena telah menghabiskan 1.306 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/UAlX2iEQOX'",nhilma abhirta.
2021-12-04 02:24:23+00:00,"Terima kasih, JKT48, karena telah menghabiskan 2.032 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/IvOtQJ2XVz'",Melisah メリサ 💙💛
2021-12-04 02:22:06+00:00,"Untuk podcast terfavorit saya di 2021, Mishary Rashid Alafasy: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/Zh7rhJHiVS terimakasih telah menemani di waktu waktu saya ketakutan :('",ucisaurus🦕
2021-12-04 02:22:00+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 1.406 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/b3SKwzMwxB'",KTH
2021-12-04 02:20:20+00:00,Inilah berbagai podcast yang gak berhenti saya dengerin di 2021. Kalau kamu? #SpotifyWrapped \nhttps://t.co/aQLu3XGIK5',fadlan
2021-12-04 02:19:35+00:00,"Hai weekend sendu, jangan lupa senyum kakak/tante...\n#MoneyHeist5 #tantesange #pijatsensual #SaturdayVibes #pijatpanggilanbekasi #pijatpanggilan #cewekbekasi #SpotifyWrapped #pijatpijatbekasi #pijattradisional'",Privatemassage
2021-12-04 02:18:32+00:00,gak nyangka aku... #spotifywrapped2021 #SpotifyWrapped https://t.co/jC4iDcfWj0',zak¹ᴰ (Taylor's Version)
2021-12-04 02:14:27+00:00,"Kalau 2021 adalah sebuah film, inilah soundtrack saya. Kalau kamu? #SpotifyWrapped \nhttps://t.co/0US5jIriAE'",Melisah メリサ 💙💛
2021-12-04 02:14:04+00:00,"Kalau 2021 adalah sebuah film, inilah soundtrack saya. Kalau kamu? #SpotifyWrapped \nhttps://t.co/Qv18cSTwaf'",Mell #CRO $CRO 💙
2021-12-04 02:13:17+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 922 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/ZiGuv2NDJ",Annette
2021-12-04 02:10:25+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped https://t.co/pCbizvYlYd',초
2021-12-04 02:09:39+00:00,"Terima kasih, @nctsmtown_dream, karena telah menghabiskan 1.055 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/1i0JhRgjgQ'",초
2021-12-04 02:08:56+00:00,"Untuk podcast terfavorit saya di 2021, Podcastery Jurnalrisa: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/zURddez3Ae'",초
2021-12-04 02:08:03+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped \nhttps://t.co/UKZk9sOqXm',favorite.
2021-12-04 02:04:29+00:00,"Terima kasih, @rvsmtown, karena telah menghabiskan 354 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/2IZTgYffdp'",han
2021-12-04 02:04:12+00:00,tidak terlihat wota nya \xf0\x9f\x98\x85\n\n5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped \nhttps://t.co/RECKoMwFNN',TEPPEN
2021-12-04 02:02:33+00:00,"Terima kasih, @RainychRan , karena telah menghabiskan 2.410 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/4qRDORFq6N'",TEPPEN
2021-12-04 02:01:28+00:00,"Untuk podcast terfavorit saya di 2021, Sobat Sisca Podcast : terima kasih telah menemani saya di @Spotify sepanjang tahun!\n@Siscanation_INA #SpotifyWrapped https://t.co/YBS5OsGhvd'",TEPPEN
2021-12-04 01:58:27+00:00,Day6 3 tahun berturut-turut\xd9\xa9(\xe0\xb9\x91\xe2\x9d\x9b\xe1\xb4\x97\xe2\x9d\x9b\xe0\xb9\x91)\xdb\xb6 #SpotifyWrapped https://t.co/YZ9wKhLlBe',Hafni🌱✨
2021-12-04 01:56:31+00:00,"Terima kasih, @weareoneexo, karena telah menghabiskan 510 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/tv3ahWfJrL'",IslamiahAP
